	title	ref	typeBien	ville	price	surface	pieces	chambres	cuisine	garage	surface_terrain	nbSalleBain	balcon	terrace	jardin	classEnergy	gazEmission
713	Annonce : Vente Maison Montélimar (26200) 120 m² (369 000 €) 992769735286	992769735286	Maison	Montélimar	369000.0	120.0	5.0	0.0	Oui	Oui	12002	0	Non	Non	Non	ND	ND
714	Annonce : Vente Maison Montélimar (26200) 85 m² (239 000 €) 992769735284	992769735284	Maison	Montélimar	239000.0	85.0	4.0	0.0	Oui	Oui	1262	1	Non	Non	Non	A	A
717	Annonce : Vente Maison Saint-Maurice-l'Exil (38550) 100 m² (7 000 €) 992769735267	992769735267	Maison	Saint-maurice-l'exil	7000.0	100.0	4.0	0.0	Non	Non	0	0	Non	Non	Non	F	C
718	Annonce : Vente Maison Vendays-Montalivet (33930) 100 m² (85 000 €) 992769735265	992769735265	Maison	Vendays-montalivet	85000.0	100.0	4.0	0.0	Non	Non	213002	1	Non	Non	Non	ND	ND
719	Annonce : Vente Maison Turriers (04250) 118 m² (160 000 €) 992769735263	992769735263	Maison	Turriers	160000.0	118.0	6.0	0.0	Oui	Non	802	1	Non	Non	Non	F	G
720	Annonce : Vente Maison Rumilly-en-Cambrésis (59281) 54 m² (96 800 €) 992769735231	992769735231	Maison	Rumilly-en-cambrésis	96800.0	54.0	4.0	0.0	Oui	Non	1052	0	Non	Non	Non	E	B
721	Annonce : Vente Maison Quiévy (59214) 165 m² (320 000 €) 992769735232	992769735232	Maison	Quiévy	320000.0	165.0	6.0	0.0	Oui	Non	0	1	Non	Non	Non	D	E
722	Annonce : Vente Maison Tours (37000) 145 m² (289 000 €) 992769735182	992769735182	Maison	Auneuil	289000.0	145.0	6.0	0.0	Oui	Non	6812	1	Non	Non	Non	D	D
723	Annonce : Vente Maison Saint-Ouen-les-Vignes (37530) 243 m² (569 250 €) 992769349589	992769349589	Maison	Saint-ouen-les-vignes	569250.0	243.0	7.0	0.0	Non	Non	36002	1	Non	Non	Non	C	A
724	Annonce : Vente Maison Arvert (17530) 165 m² (487 000 €) 992769735180	992769735180	Maison	Arvert	487000.0	165.0	7.0	0.0	Oui	Oui	9782	1	Non	Non	Non	C	A
725	Annonce : Vente Maison Choisy-le-Roi (94600) 150 m² (659 999 €) 992768938170	992768938170	Maison	Choisy-le-roi	659999.0	150.0	6.0	0.0	Non	Non	1272	1	Non	Non	Non	E	E
726	Annonce : Vente Maison Tours (37000) 157 m² (540 000 €) 992766702779	992766702779	Maison	Tours	540000.0	157.0	7.0	0.0	Oui	Non	1692	1	Non	Non	Non	C	D
727	Annonce : Vente Maison Treffiagat (29730) 74 m² (370 000 €) 992769735112	992769735112	Maison	Treffiagat	370000.0	74.0	4.0	0.0	Oui	Non	0	0	Non	Non	Non	E	B
728	Annonce : Vente Maison Saint-Amour (39160) 85 m² (79 000 €) 992769734664	992769734664	Maison	Saint-amour	79000.0	85.0	4.0	0.0	Non	Non	0	1	Non	Non	Non	E	B
729	Annonce : Vente Maison Meymac (19250) 117 m² (172 000 €) 992769734592	992769734592	Maison	Meymac	172000.0	117.0	5.0	0.0	Oui	Non	22112	0	Non	Non	Non	E	B
730	Annonce : Vente Maison Veigy-Foncenex (74140) 269 m² (750 000 €) 992769734515	992769734515	Maison	Veigy-foncenex	750000.0	269.0	9.0	0.0	Oui	Oui	7962	1	Non	Non	Non	C	C
732	Annonce : Vente Maison Saint-Amans (48700) 108 m² (58 000 €) 992769733608	992769733608	Maison	St	58000.0	108.0	5.0	0.0	Non	Non	0	1	Non	Non	Non	ND	ND
733	Annonce : Vente Maison Sainte-Radégonde-des-Noyers (85450) 78 m² (164 900 €) 992769733606	992769733606	Maison	Ste	164900.0	78.0	3.0	0.0	Non	Non	4592	0	Non	Non	Non	E	B
734	Annonce : Vente Maison Sainte-Radégonde-des-Noyers (85450) 200 m² (364 900 €) 992769733605	992769733605	Maison	Ste	364900.0	200.0	7.0	0.0	Oui	Non	20252	0	Non	Non	Non	E	B
735	Annonce : Vente Maison Saint-Priest-en-Jarez (42270) 72 m² (235 000 €) 992769733603	992769733603	Maison	St	235000.0	72.0	3.0	0.0	Oui	Oui	602	1	Non	Non	Non	C	C
736	Annonce : Vente Maison Saint-Chef (38890) 130 m² (450 000 €) 992769733598	992769733598	Maison	St	450000.0	130.0	6.0	0.0	Oui	Oui	16752	1	Non	Non	Non	D	B
737	Annonce : Vente Maison Saint-Laurent-de-Chamousset (69930) 129 m² (110 000 €) 992769733595	992769733595	Maison	St	110000.0	129.0	6.0	0.0	Non	Oui	14902	0	Non	Non	Non	G	C
738	Annonce : Vente Maison Saint-Genis-l'Argentière (69610) 70 m² (89 000 €) 992769733596	992769733596	Maison	St	89000.0	70.0	4.0	0.0	Oui	Non	0	0	Non	Non	Non	F	G
739	Annonce : Vente Maison Chambost-Longessaigne (69770) 129 m² (110 000 €) 992769733597	992769733597	Maison	Chambost	110000.0	129.0	6.0	0.0	Non	Oui	14902	0	Non	Non	Non	G	C
740	Annonce : Vente Maison Angers (49000) 82 m² (250 000 €) 992769733591	992769733591	Maison	Angers	250000.0	82.0	4.0	0.0	Oui	Oui	2502	1	Non	Non	Non	ND	ND
741	Annonce : Vente Maison Saint-Clément-de-la-Place (49370) 90 m² (225 000 €) 992769733590	992769733590	Maison	St	225000.0	90.0	4.0	0.0	Oui	Oui	3712	1	Non	Non	Non	ND	ND
744	Annonce : Vente Maison Pouzols-Minervois (11120) 95 m² (235 000 €) 992769733589	992769733589	Maison	Pouzols	235000.0	95.0	4.0	0.0	Oui	Oui	7802	0	Non	Non	Non	C	A
745	Annonce : Vente Maison Montauban (82000) 120 m² (320 000 €) 992769733586	992769733586	Maison	Montauban	320000.0	120.0	5.0	0.0	Oui	Oui	14302	1	Non	Non	Non	A	A
746	Annonce : Vente Ferme Novalaise (73470) 130 m² (525 000 €) 992769733584	992769733584	Ferme	Novalaise	525000.0	130.0	5.0	0.0	Non	Non	65002	0	Non	Non	Non	E	E
747	Annonce : Vente Maison Narbonne (11100) 131 m² (299 000 €) 992769733585	992769733585	Maison	Narbonne	299000.0	131.0	4.0	0.0	Oui	Non	0	1	Non	Non	Non	B	ND
748	Annonce : Vente Propriété/château Orange (84100) 250 m² (720 000 €) 992769733581	992769733581	Propritchteau	Orange	720000.0	250.0	8.0	0.0	Oui	Non	0	0	Non	Non	Non	E	B
749	Annonce : Vente Maison Rognac (13340) 120 m² (460 000 €) 992769733582	992769733582	Maison	Rognac	460000.0	120.0	6.0	0.0	Oui	Oui	4842	1	Non	Non	Non	ND	ND
750	Annonce : Vente Maison Auriol (13390) 112 m² (485 000 €) 992769733580	992769733580	Maison	Auriol	485000.0	112.0	4.0	0.0	Oui	Oui	4312	1	Non	Non	Non	A	A
751	Annonce : Vente Maison Orange (84100) 180 m² (393 000 €) 992769733576	992769733576	Maison	Orange	393000.0	180.0	7.0	0.0	Oui	Non	0	1	Non	Non	Non	C	D
752	Annonce : Vente Maison Saint-Vaize (17100) 143 m² (339 300 €) 992769733575	992769733575	Maison	St	339300.0	143.0	6.0	0.0	Oui	Oui	11252	1	Non	Non	Non	B	A
753	Annonce : Vente Maison Sainte-Pexine (85320) 82 m² (99 000 €) 992769733574	992769733574	Maison	Ste	99000.0	82.0	4.0	0.0	Oui	Oui	9472	1	Non	Non	Non	F	G
754	Annonce : Vente Maison Cormeilles-en-Vexin (95830) 102 m² (327 000 €) 992769733572	992769733572	Maison	Cormeilles	327000.0	102.0	5.0	0.0	Oui	Oui	1532	0	Non	Non	Non	E	B
757	Annonce : Vente Maison Orange (84100) 280 m² (450 000 €) 992769733570	992769733570	Maison	Orange	450000.0	280.0	10.0	0.0	Non	Oui	9292	0	Non	Non	Non	E	E
758	Annonce : Vente Maison Bourdeaux (26460) 125 m² (120 000 €) 992769733564	992769733564	Maison	Bourdeaux	120000.0	125.0	6.0	0.0	Oui	Non	0	1	Non	Non	Non	F	D
759	Annonce : Vente Maison Solaro (20240) 76 m² (175 000 €) 992769733562	992769733562	Maison	Solaro	175000.0	76.0	3.0	0.0	Non	Non	502	0	Non	Non	Non	E	B
760	Annonce : Vente Maison Bollène (84500) 96 m² (199 000 €) 992769733560	992769733560	Maison	Bollene	199000.0	96.0	5.0	0.0	Oui	Oui	5502	1	Non	Non	Non	ND	ND
761	Annonce : Vente Maison Calvisson (30420) 96 m² (349 800 €) 992769733553	992769733553	Maison	Calvisson	349800.0	96.0	5.0	0.0	Oui	Oui	3352	0	Non	Non	Non	A	A
762	Annonce : Vente Maison Restinclières (34160) 98 m² (389 900 €) 992769733548	992769733548	Maison	Restinclieres	389900.0	98.0	5.0	0.0	Oui	Oui	3052	0	Non	Non	Non	A	A
763	Annonce : Vente Maison Montpellier (34000) 110 m² (599 800 €) 992769733534	992769733534	Maison	Montpellier	599800.0	110.0	5.0	0.0	Oui	Oui	4552	1	Non	Non	Non	A	A
764	Annonce : Vente Maison Baillargues (34670) 110 m² (599 800 €) 992769733535	992769733535	Maison	Baillargues	599800.0	110.0	5.0	0.0	Oui	Oui	4552	1	Non	Non	Non	A	ND
765	Annonce : Vente Maison Chevry (01170) 120 m² (625 000 €) 992769733529	992769733529	Maison	Chevry	625000.0	120.0	5.0	0.0	Oui	Oui	4002	1	Non	Non	Non	A	A
767	Annonce : Vente Maison Terrasson-Lavilledieu (24120) 146 m² (283 000 €) 992769733521	992769733521	Maison	Terrasson-lavilledieu	283000.0	146.0	8.0	0.0	Oui	Non	6282	0	Non	Non	Non	ND	ND
768	Annonce : Vente Maison Tinchebray (61800) 62 m² (65 000 €) 992769733520	992769733520	Maison	Montsecret-clairefougÈre	65000.0	62.0	3.0	0.0	Non	Non	17122	0	Non	Non	Non	ND	ND
771	Annonce : Vente Maison Courbillac (16200) 120 m² (105 600 €) 992769733522	992769733522	Maison	Courbillac	105600.0	120.0	4.0	0.0	Oui	Non	16352	0	Non	Non	Non	ND	ND
772	Annonce : Vente Maison Rom (79120) 90 m² (174 944 €) 992769733519	992769733519	Maison	Rom	174944.0	90.0	4.0	0.0	Oui	Non	13392	0	Non	Non	Non	ND	ND
773	Annonce : Vente Maison Saint-Laurent-sur-Gorre (87310) 54 m² (69 000 €) 992769733517	992769733517	Maison	Saint-laurent-sur-gorre	69000.0	54.0	2.0	0.0	Oui	Non	5762	0	Non	Non	Non	F	C
775	Annonce : Vente Maison L'Argentière-la-Bessée (05120) 134 m² (485 000 €) 992769733514	992769733514	Maison	L'argentiÈre-la-bessÉe	485000.0	134.0	7.0	0.0	Oui	Non	15682	0	Non	Non	Non	E	B
777	Annonce : Vente Maison Savigny-le-Vieux (50640) 62 m² (88 000 €) 992769733510	992769733510	Maison	Savigny-le-vieux	88000.0	62.0	3.0	0.0	Oui	Non	1892	0	Non	Non	Non	F	C
778	Annonce : Vente Maison Plussulien (22320) 157 m² (224 700 €) 992769733508	992769733508	Maison	Plussulien	224700.0	157.0	7.0	0.0	Oui	Non	25102	0	Non	Non	Non	D	C
779	Annonce : Vente Maison Neuvy-Bouin (79130) 123 m² (180 000 €) 992769733505	992769733505	Maison	Neuvy-bouin	180000.0	123.0	5.0	0.0	Oui	Non	213712	0	Non	Non	Non	D	C
781	Annonce : Vente Maison Pontmain (53220) 211 m² (119 900 €) 992769733503	992769733503	Maison	Pontmain	119900.0	211.0	6.0	0.0	Oui	Non	8922	0	Non	Non	Non	ND	ND
783	▷ Programme neuf LE CLOS DES OISEAUX • Entrange	7800028	Programme	Entrange	223789.0	101.0	5.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
784	▷ Programme neuf • Hettange-Grande	7231917	Programme	Hettange-Grande	200000.0	74.0	3.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
785	▷ Lotissement Emeraude – Le Clos Minéral • Volmerange-les-Mines	7829191	Lotissement	Volmerange-les-Mines	520000.0	119.0	5.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
786	▷ Programme neuf • Cattenom	7801074	Programme	Cattenom	0.0	112.0	4.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
787	▷ Programme neuf • Uckange	7435949	Programme	Uckange	130000.0	75.0	3.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
788	▷ Programme neuf • Entrange	7696177	Programme	Entrange	185400.0	93.0	4.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
789	▷ Maison individuelle en vente • Yutz • 200 m² • 499 000 €	7877469	Maison	Yutz	499000.0	200.0	4.0	1.0	Oui	Oui	200	0	Non	Non	Non	ND	ND
790	▷ Appartement en vente • Uckange • 87,8 m² • 266 400 €	7872328	Appartement	Uckange	266400.0	88.0	3.0	2.0	Non	Non	878	0	Non	Non	Non	ND	ND
791	▷ Maison en vente • Thionville • 136 m² • 467 000 €	7857493	Maison	Thionville	467000.0	136.0	7.0	5.0	Oui	Non	136	0	Non	Non	Non	ND	D
792	▷ Maison en vente • Serrouville • 140 m² • 239 000 €	7857285	Maison	Serrouville	239000.0	140.0	6.0	4.0	Oui	Oui	140	1	Non	Oui	Oui	F	F
793	▷ Maison mitoyenne en vente • Mont-Saint-Martin • 180 m² • 299 500 €	7845829	Maison	Mont-Saint-Martin	299500.0	180.0	8.0	5.0	Non	Oui	180	0	Non	Non	Non	ND	E
794	▷ Maison en vente • Thionville • 155 m² • 679 000 €	7844144	Maison	Thionville	679000.0	155.0	6.0	4.0	Oui	Oui	155	2	Non	Non	Non	ND	D
795	▷ Maison en vente • Longwy • 145 m² • 399 000 €	7835783	Maison	Longwy	399000.0	145.0	7.0	3.0	Oui	Oui	145	2	Non	Non	Non	ND	E
796	▷ Appartement en vente • Volmerange-les-Mines • 46,25 m² • 215 000 €	7829153	Appartement	Volmerange-les-Mines	215000.0	46.0	2.0	1.0	Non	Non	4625	0	Non	Non	Non	ND	ND
797	▷ Maison individuelle en vente • Hettange-Grande • 300 m² • 895 000 €	7671468	Maison	Hettange-Grande	895000.0	300.0	9.0	4.0	Oui	Non	300	0	Non	Non	Non	ND	C
798	▷ Terrain constructible en vente • Sierck-les-Bains • 4,55 are • 120 000 €	7576581	Terrain	Sierck-les-Bains	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
799	▷ Appartement en vente • Metz • 21 m² • 67 800 €	7879412	Appartement	Metz	0.0	0.0	0.0	0.0	Non	Non	21	0	Non	Non	Non	ND	D
800	▷ Appartement en vente • Villerupt • 60 m² • 179 000 €	7879362	Appartement	Villerupt	179000.0	60.0	3.0	2.0	Oui	Non	60	0	Non	Non	Non	ND	E
801	▷ Garage fermé en vente • Metz	7879064	Garage	Metz	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
802	▷ Maison en vente • Creutzwald • 116 m² • 199 000 €	7878936	Maison	Creutzwald	199000.0	116.0	5.0	3.0	Oui	Oui	116	1	Non	Non	Non	ND	D
803	▷ Appartement en vente • Hombourg-Haut • 116,89 m² • 136 000 €	7878934	Appartement	Hombourg-Haut	136000.0	117.0	5.0	3.0	Oui	Oui	11689	1	Non	Non	Non	ND	F
804	▷ Immeuble de rapport en vente • Épinal • 246 m² • 168 000 €	7878933	Immeuble	Épinal	168000.0	246.0	8.0	6.0	Non	Oui	246	0	Non	Non	Non	ND	Vierge
805	▷ Maison en vente • Hettange-Grande • 155 m² • 430 000 €	7878905	Maison	Hettange-Grande	430000.0	155.0	7.0	5.0	Oui	Oui	155	1	Non	Non	Non	ND	D
806	▷ Appartement en vente • Hettange-Grande • 75 m² • 250 000 €	7878748	Appartement	Hettange-Grande	250000.0	75.0	3.0	2.0	Oui	Oui	75	1	Non	Non	Non	ND	C
807	▷ Immeuble de rapport en vente • Longwy • 420 m² • 455 000 €	7878515	Immeuble	Longwy	0.0	0.0	0.0	0.0	Non	Non	420	0	Non	Non	Non	ND	Vierge
808	▷ Maison en vente • Thionville • 97 m² • 312 000 €	7878311	Maison	Thionville	312000.0	97.0	5.0	3.0	Oui	Oui	97	1	Non	Non	Non	G	F
809	▷ Appartement en vente • Thionville • 48,71 m² • 157 900 €	7878076	Appartement	Thionville	157900.0	49.0	2.0	1.0	Oui	Oui	4871	1	Non	Non	Non	ND	C
810	▷ Terrain non constructible en vente • Angevillers • 733 m² • 157 000 €	7878061	Terrain	Angevillers	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
811	▷ Appartement en vente • Hombourg-Haut • 125,48 m² • 131 000 €	7878059	Appartement	Hombourg-Haut	131000.0	125.0	5.0	2.0	Oui	Non	12548	0	Non	Non	Non	ND	E
812	▷ Maison en vente • Longwy • 160 m² • 550 000 €	7877886	Maison	Longwy	550000.0	160.0	6.0	4.0	Oui	Non	160	2	Non	Non	Non	ND	E
813	▷ Maison en vente • Fillières • 125 m² • 345 000 €	7877362	Maison	Fillières	345000.0	125.0	5.0	3.0	Non	Non	125	2	Non	Oui	Non	ND	Vierge
814	▷ Appartement en vente • Metz • 98,3 m² • 280 000 €	7877320	Appartement	Metz	280000.0	98.0	4.0	2.0	Oui	Non	983	0	Non	Non	Non	ND	D
815	▷ Appartement en vente • Montigny-lès-Metz • 68 m² • 180 000 €	7876580	Appartement	Montigny-lès-Metz	180000.0	68.0	3.0	2.0	Oui	Oui	68	1	Non	Non	Non	ND	D
816	▷ Maison individuelle en vente • Louvigny • 94 m² • 289 600 €	7875970	Maison	Louvigny	0.0	0.0	0.0	0.0	Non	Oui	94	0	Non	Non	Non	ND	A
817	▷ Maison en vente • Piennes • 121 m² • 265 000 €	7875567	Maison	Piennes	265000.0	121.0	6.0	4.0	Oui	Oui	121	1	Non	Non	Non	ND	C
818	▷ Maison en vente • Longwy • 150 m² • 509 000 €	7875220	Maison	Longwy	509000.0	150.0	8.0	5.0	Oui	Non	150	0	Non	Oui	Non	ND	ND
819	▷ Maison en vente • Charly-Oradour • 120 m² • 420 000 €	7875113	Maison	Charly-Oradour	420000.0	120.0	6.0	4.0	Oui	Non	120	2	Non	Non	Non	ND	B
820	▷ Maison en vente • Metz • 136 m² • 599 000 €	7874314	Maison	Metz	599000.0	136.0	5.0	4.0	Non	Oui	136	2	Non	Non	Non	ND	A
821	▷ Maison en vente • Courcelles-sur-Nied • 111 m² • 369 000 €	7874311	Maison	Courcelles-sur-Nied	369000.0	111.0	5.0	3.0	Oui	Oui	111	1	Non	Non	Non	ND	ND
822	▷ Maison en vente • Audun-le-Roman • 96 m² • 279 000 €	7874251	Maison	Audun-le-Roman	279000.0	96.0	5.0	3.0	Oui	Oui	96	1	Non	Non	Non	ND	C
823	▷ Appartement en vente • Sainte-Marie-aux-Chênes • 75 m² • 129 000 €	7874249	Appartement	Sainte-Marie-aux-Chênes	129000.0	75.0	3.0	2.0	Non	Non	75	0	Non	Non	Non	ND	C
824	▷ Maison en vente • Joeuf • 110 m² • 173 250 €	7873894	Maison	Joeuf	173250.0	110.0	5.0	3.0	Oui	Oui	110	1	Non	Non	Non	ND	D
825	▷ Appartement en vente • Russange • 47,43 m² • 220 000 €	7856286	Appartement	Russange	220000.0	47.0	3.0	1.0	Oui	Oui	4743	1	Non	Non	Non	ND	B
827	▷ Maison en vente • Cattenom • 130 m² • 470 000 €	7850782	Maison	Cattenom	470000.0	130.0	7.0	4.0	Oui	Oui	130	2	Non	Non	Non	ND	B
828	▷ Maison en vente • Servigny-lès-Sainte-Barbe • 181 m² • 440 000 €	7846986	Maison	Servigny-lès-Sainte-Barbe	440000.0	181.0	8.0	4.0	Non	Oui	181	1	Non	Non	Non	ND	C
829	▷ Local commercial en vente • Saint-Avold • 54,5 m² • 65 000 €	7872740	Local	Saint-Avold	0.0	0.0	0.0	0.0	Non	Non	545	0	Non	Non	Non	ND	Vierge
830	▷ Maison en vente • Épinal • 105,15 m² • 223 000 €	7872739	Maison	Épinal	223000.0	105.0	6.0	4.0	Oui	Oui	10515	1	Non	Non	Non	ND	C
831	▷ Appartement en vente • Aydoilles • 27 m² • 39 500 €	7872737	Appartement	Aydoilles	39500.0	27.0	1.0	1.0	Oui	Non	27	1	Non	Non	Non	ND	A
832	▷ Appartement en vente • Aydoilles • 73 m² • 129 000 €	7872736	Appartement	Aydoilles	129000.0	73.0	4.0	2.0	Oui	Non	73	0	Non	Non	Non	ND	C
833	▷ Maison en vente • Archettes • 132 m² • 277 000 €	7872733	Maison	Archettes	277000.0	132.0	6.0	3.0	Oui	Oui	132	1	Non	Non	Non	ND	D
834	▷ Appartement en vente • Boust • 105 m² • 350 000 €	7872570	Appartement	Boust	350000.0	105.0	5.0	3.0	Oui	Oui	105	1	Non	Non	Non	ND	D
835	▷ Maison en vente • Homécourt • 79 m² • 140 000 €	7872528	Maison	Homécourt	140000.0	79.0	4.0	4.0	Oui	Non	79	0	Non	Non	Non	ND	D
836	▷ Appartement en vente • Thionville • 21 m² • 73 990 €	7871849	Appartement	Thionville	73990.0	21.0	1.0	1.0	Non	Non	21	0	Non	Non	Non	ND	F
837	▷ Maison en vente • Maizières-lès-Metz • 110 m² • 299 000 €	7871513	Maison	Maizières-lès-Metz	0.0	0.0	0.0	0.0	Non	Non	110	0	Non	Non	Non	ND	F
838	▷ Maison individuelle en vente • Hombourg-Budange • 120 m² • 389 000 €	7871359	Maison	Hombourg-Budange	389000.0	120.0	7.0	4.0	Oui	Oui	120	3	Non	Oui	Oui	ND	NS
839	▷ Maison en vente • Villerupt • 91 m² • 380 000 €	7667548	Maison	Villerupt	380000.0	91.0	4.0	3.0	Oui	Oui	91	2	Non	Oui	Non	ND	C
840	▷ Maison individuelle en vente • Montigny-lès-Metz • 123 m² • 374 590 €	7871242	Maison	Montigny-lès-Metz	374590.0	123.0	6.0	4.0	Non	Oui	123	0	Non	Non	Non	ND	ND
841	▷ Maison individuelle en vente • Metz • 113 m² • 405 000 €	7871241	Maison	Metz	405000.0	113.0	5.0	3.0	Non	Oui	113	0	Non	Non	Non	ND	ND
842	▷ Maison individuelle en vente • Metz • 125 m² • 399 750 €	7871240	Maison	Metz	399750.0	125.0	5.0	3.0	Non	Oui	125	0	Non	Non	Non	ND	ND
843	▷ Maison individuelle en vente • Vantoux • 122 m² • 469 200 €	7871239	Maison	Vantoux	469200.0	122.0	6.0	4.0	Non	Oui	122	0	Non	Non	Non	ND	ND
844	▷ Appartement en vente • Montigny-lès-Metz • 81 m² • 185 000 €	7870748	Appartement	Montigny-lès-Metz	185000.0	81.0	3.0	2.0	Oui	Non	81	0	Non	Non	Non	ND	D
845	▷ Maison en vente • Conflans-en-Jarnisy • 105 m² • 210 000 €	7870349	Maison	Conflans-en-Jarnisy	210000.0	105.0	5.0	3.0	Non	Non	105	0	Non	Non	Non	ND	G
846	▷ Appartement en vente • Thionville • 85 m² • 285 000 €	7870293	Appartement	Thionville	285000.0	85.0	2.0	1.0	Oui	Non	85	0	Non	Non	Non	ND	C
847	▷ Maison en vente • Réhon • 118 m² • 273 000 €	7868600	Maison	Réhon	273000.0	118.0	8.0	4.0	Oui	Non	118	0	Non	Non	Non	ND	C
848	▷ Maison en vente • Rettel • 115 m² • 399 000 €	7868586	Maison	Rettel	399000.0	115.0	6.0	4.0	Oui	Oui	115	1	Non	Non	Oui	ND	C
849	▷ Local commercial en vente • Hayange • 121 m² • 132 000 €	7868526	Local	Hayange	0.0	0.0	0.0	0.0	Non	Non	121	0	Non	Non	Non	ND	D
850	▷ Maison en vente • Hussigny-Godbrange • 150 m² • 599 000 €	7814298	Maison	Hussigny-Godbrange	599000.0	150.0	10.0	3.0	Oui	Oui	150	2	Non	Oui	Oui	ND	B
851	▷ Maison en vente • Fillières • 200 m² • 290 000 €	7868346	Maison	Fillières	290000.0	200.0	10.0	5.0	Oui	Non	200	0	Non	Oui	Oui	ND	ND
852	▷ Appartement en vente • Hussigny-Godbrange • 61,02 m² • 179 000 €	7861056	Appartement	Hussigny-Godbrange	179000.0	61.0	5.0	2.0	Oui	Oui	6102	1	Non	Oui	Non	ND	ND
853	▷ Appartement en vente • Metz • 54,5 m² • 170 000 €	7841985	Appartement	Metz	170000.0	55.0	3.0	1.0	Oui	Non	545	0	Non	Oui	Non	ND	D
854	▷ Maison en vente • Ottange • 140,05 m² • 585 000 €	7859745	Maison	Ottange	585000.0	140.0	10.0	4.0	Oui	Oui	14005	1	Non	Oui	Oui	ND	B
855	▷ Maison en vente • Fameck • 115 m² • 253 000 €	7867327	Maison	Fameck	253000.0	115.0	6.0	3.0	Oui	Non	115	0	Non	Non	Non	ND	D
856	▷ Appartement en vente • Forbach • 117,25 m² • 120 000 €	7867291	Appartement	Forbach	120000.0	117.0	5.0	3.0	Oui	Non	11725	0	Non	Non	Non	ND	E
857	▷ Appartement en vente • Yutz • 112 m² • 257 990 €	7867289	Appartement	Yutz	257990.0	112.0	5.0	3.0	Oui	Oui	112	1	Non	Non	Non	ND	E
858	▷ Terrain non constructible en vente • Tucquegnieux • 402 m² • 56 000 €	7867220	Terrain	Tucquegnieux	0.0	0.0	0.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
859	▷ Maison en vente • Briey • 130 m² • 219 000 €	7867216	Maison	Briey	219000.0	130.0	6.0	4.0	Oui	Oui	130	1	Non	Non	Non	ND	B
860	▷ Appartement en vente • Ottange • 75 m² • 199 000 €	7867200	Appartement	Ottange	199000.0	75.0	2.0	1.0	Non	Oui	75	1	Non	Non	Non	ND	G
861	▷ Maison en vente • Ottange • 140,21 m² • 585 000 €	7867199	Maison	Ottange	585000.0	140.0	6.0	4.0	Non	Oui	14021	2	Non	Non	Non	ND	D
862	▷ Appartement en vente • Marange-Silvange • 82,5 m² • 180 000 €	7867088	Appartement	Marange-Silvange	180000.0	83.0	3.0	2.0	Oui	Oui	825	1	Non	Non	Non	ND	D
863	▷ Maison individuelle en vente • Montenach • 106 m² • 369 000 €	7866991	Maison	Montenach	369000.0	106.0	6.0	3.0	Oui	Non	106	0	Non	Non	Oui	ND	E
864	▷ Maison en vente • Longwy • 170 m² • 468 000 €	7866062	Maison	Longwy	468000.0	170.0	7.0	4.0	Oui	Non	170	0	Non	Oui	Non	ND	ND
866	▷ Maison en vente • Yutz • 70 m² • 138 000 €	7865244	Maison	Yutz	138000.0	70.0	4.0	2.0	Non	Non	70	0	Non	Non	Non	ND	Vierge
